text	to_user_id	from_user	id	from_user_id	iso_language_code	source	profile_image_url	geo_type	geo_coordinates_0	geo_coordinates_1	created_at	time
rt @amiethekid: kvaellens avsnitt av raseriet hittar du haer: https://t.co/wd1zzmeopy eller daer du vanligtvis lyssnar paa poddar &lt;3 #bokmaessan…		ornellanizii	780663045701955584	701149297	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	tue sep 27 06:59:08 +0000 2016	1474959548
maranatafoersamlingens monter paa bokmaessan vandaliserad https://t.co/vplx4lem9v  #maranata  #bokmaessan		strrawbuz	780658066073198592	163765933	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/451808941920378880/ffxyt0ui.jpeg		0	0	tue sep 27 06:39:21 +0000 2016	1474958361
idrotten blev en trygg zon under en jobbig tonaarstid: carolina klüft om sin bok. @dagensnyheter gaest paa #bokmaessan https://t.co/scqzukltmj		birgittajekblom	780655458407383040	72873310	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	tue sep 27 06:28:59 +0000 2016	1474957739
tillbakablick paa #bokmaessan #goeteborg del 1 https://t.co/k8bebvrtlz https://t.co/nuz7jom6ve		kimmkimselius	780654308002062336	65428329	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/444830913902292992/cpz1v9-v.jpeg		0	0	tue sep 27 06:24:25 +0000 2016	1474957465
rt @flamman_: aha, vilken tid aer demon? hm, den krockar med mina nyponarrangemang. https://t.co/vburj8kyxp #bokmaessan #svpol		annaherdy	780654122076962816	111971247	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://abs.twimg.com/images/themes/theme17/bg.gif		0	0	tue sep 27 06:23:41 +0000 2016	1474957421
aha, vilken tid aer demon? hm, den krockar med mina nyponarrangemang. https://t.co/vburj8kyxp #bokmaessan #svpol		flamman_	780651417182830592	115388535	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/76337453/nnnn.jpg		0	0	tue sep 27 06:12:56 +0000 2016	1474956776
rt @mariabennet2000: tack lisa bjurwald - rakryggat och otroligt viktigt! https://t.co/lrbj5wfspq #bokmaessan #bokmaessan2016 #lisabjurwald h…		lisabjurwald	780651392298020864	316443131	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme4/bg.gif		0	0	tue sep 27 06:12:50 +0000 2016	1474956770
rt @mvasara: haer aer den gardell ni borde laesa #bokmaessan https://t.co/9qeq0qdthw		mikaelvasara3	780644263784812544	3790274487	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	tue sep 27 05:44:30 +0000 2016	1474955070
boksmaellan aer paataglig. men hellre boksmaella aen baksmaella, som de gamla grekerna sa. right? #bokmaessan		fny_g	780638593157136384	272016039	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://pbs.twimg.com/profile_background_images/402474973/111122.jpg		0	0	tue sep 27 05:21:58 +0000 2016	1474953718
tack lisa bjurwald - rakryggat och otroligt viktigt! https://t.co/lrbj5wfspq #bokmaessan #bokmaessan2016 #lisabjurwald https://t.co/kdmqay5hgm		mariabennet2000	780633967741591552	35309299	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	tue sep 27 05:03:36 +0000 2016	1474952616
vad haende med alla "je suis charlie" hjaeltar?  #svpol #bokmaessan https://t.co/ejd16zprpj		gamlasverige1	780607584155860992	560277414	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	tue sep 27 03:18:45 +0000 2016	1474946325
#bokmaessan 2 fy fan vad jag hatar soc https://t.co/y2ay3qgexe https://t.co/lkazcjukgb		bengtoswin	780606089179959296	80274644	sv	<a href="http://publicize.wp.com/" rel="nofollow">wordpress.com</a>	http://abs.twimg.com/images/themes/theme15/bg.png		0	0	tue sep 27 03:12:49 +0000 2016	1474945969
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		ravyn_strange	780595326797373440	251791929	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme9/bg.gif		0	0	tue sep 27 02:30:03 +0000 2016	1474943403
#bokmaessan snurrar i huvudet. kan inte sova. tittar paa foton. trulsa doek upp. https://t.co/ewva0qnnfu		kimmkimselius	780580803076091904	65428329	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://pbs.twimg.com/profile_background_images/444830913902292992/cpz1v9-v.jpeg		0	0	tue sep 27 01:32:20 +0000 2016	1474939940
rt @amiethekid: kvaellens avsnitt av raseriet hittar du haer: https://t.co/wd1zzmeopy eller daer du vanligtvis lyssnar paa poddar &lt;3 #bokmaessan…		linnolauson	780557297319866368	19389443	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/11695169/maskros.png		0	0	mon sep 26 23:58:56 +0000 2016	1474934336
rt @naste2_mot: vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		ingenatervando	780540008939806721	3973073734	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 22:50:14 +0000 2016	1474930214
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		lilithpinhead	780538755954384896	3342768521	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 22:45:15 +0000 2016	1474929915
rt @amiethekid: kvaellens avsnitt av raseriet hittar du haer: https://t.co/wd1zzmeopy eller daer du vanligtvis lyssnar paa poddar &lt;3 #bokmaessan…		the____naib	780537790899552256	258113232	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/548728101/296246_10150457811674008_705089007_11023768_1384198119_n.jpg		0	0	mon sep 26 22:41:25 +0000 2016	1474929685
rt @amiethekid: kvaellens avsnitt av raseriet hittar du haer: https://t.co/wd1zzmeopy eller daer du vanligtvis lyssnar paa poddar &lt;3 #bokmaessan…		gahimbaress	780533559442477056	163414879	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/521308117775040512/hqf1tsqj.png		0	0	mon sep 26 22:24:36 +0000 2016	1474928676
kvaellens avsnitt av raseriet hittar du haer: https://t.co/wd1zzmeopy eller daer du vanligtvis lyssnar paa poddar &lt;3… https://t.co/adcmyli5mq		amiethekid	780533197775990784	337032628	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/681153242/df6f0f5cfa7fe7514ab17b8f97bcf8e9.jpeg		0	0	mon sep 26 22:23:10 +0000 2016	1474928590
rt @naste2_mot: vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		par_sjogren	780532455715536896	514100709	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://pbs.twimg.com/profile_background_images/781895724/5d04595d1d2af9e9b0bc2838c0ad9b60.jpeg		0	0	mon sep 26 22:20:13 +0000 2016	1474928413
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		polishview	780529028553932800	4821317182	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>			0	0	mon sep 26 22:06:36 +0000 2016	1474927596
vad skulle torgny segerstedt saega om #bokmaessan #2016 https://t.co/jc5w3dpiud		joakim_roos	780526190830424064	75056084	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/738772280/d6d0792e0e11a3fc23fed68404d607b9.jpeg		0	0	mon sep 26 21:55:20 +0000 2016	1474926920
rt @possumscriptum: mkt intressant om indisk hederskultur med ulrika nandra. de oanstaendiga. #bokmaessan https://t.co/cot7t8jjvb		searchindie	780525382395125760	1253507196	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 21:52:07 +0000 2016	1474926727
ett sista filmklipp med enrique fernandez. haer ritar han i sin seriebok aurore paa #bokmaessan . #boktips https://t.co/owb1horetj		ordbilder	780524249014493184	2377275198	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme9/bg.gif		0	0	mon sep 26 21:47:37 +0000 2016	1474926457
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		robertklemedss1	780516828409958402	3002053934	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 21:18:07 +0000 2016	1474924687
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		sharps_wagner	780515944498094080	3289663197	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 21:14:37 +0000 2016	1474924477
rt @71annikawesth: om @berattarmin viktiga arbete och vad @ollewstberg anser att politiker behoever jobba mera paa. min #bokmaessan   https://…		ornpeter	780505473145565184	702866665	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 20:33:00 +0000 2016	1474921980
rt @jamliktgoteborg: emma och yasmin beraettar om bokstart, hembesoek med bokpaasar! #bokmaessan #jaemliktgbg https://t.co/dgc8dzif7u		bokstartsverige	780501605187715073	709623132403965952	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>			0	0	mon sep 26 20:17:38 +0000 2016	1474921058
rt @naste2_mot: vaaran aktion fraan i loerdags verkar ha faatt bra genomslag! https://t.co/bsf4jtmglu #bokmaessan		seddile	780500564371206148	2279660775	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	mon sep 26 20:13:30 +0000 2016	1474920810
vaaran aktion fraan i loerdags verkar ha faatt bra genomslag! https://t.co/bsf4jtmglu #bokmaessan		naste2_mot	780495031685767169	749676555081748484	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>			0	0	mon sep 26 19:51:31 +0000 2016	1474919491
ber om ursaekt om jag missade dig paa aarets #bokmaessan - orsak till delvis fraanvaro:  https://t.co/yyyvejdgao via @kristinahsvens		kristinahsvens	780494212479455232	33847398	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/600590734878646272/g_ct8pb9.jpg		0	0	mon sep 26 19:48:15 +0000 2016	1474919295
rt @wistikent: haer aer samtalet mellan mig och @kakancookiejar fraan semaenniskanscenen paa #bokmaessan https://t.co/w0ym5hotyl		mariagutebring	780493515436556288	385939877	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/349792834/bg.png		0	0	mon sep 26 19:45:29 +0000 2016	1474919129
rt @wistikent: haer aer samtalet mellan mig och @kakancookiejar fraan semaenniskanscenen paa #bokmaessan https://t.co/w0ym5hotyl		wistikent	780493113697730560	427675155	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme5/bg.gif		0	0	mon sep 26 19:43:53 +0000 2016	1474919033
rt @martinmoberg: apropaa #nyatider paa #bokmaessan - illustr: @wistikent https://t.co/qjviutxnuu		skrebban	780492917999800320	3919810635	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	mon sep 26 19:43:07 +0000 2016	1474918987
rt @expressenkultur: "jag ser det inte som en feministisk bok, snarare som en dekadensroman" @theresebohman om "aftonland". #bokmaessan http…		birgittaohlsson	780491973870379012	51746591	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme12/bg.gif		0	0	mon sep 26 19:39:22 +0000 2016	1474918762
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		gorgus65	780491784594067456	484036504	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:38:36 +0000 2016	1474918716
rt @martinmoberg: apropaa #nyatider paa #bokmaessan - illustr: @wistikent https://t.co/qjviutxnuu		jockekarlsson73	780490445390483456	552192281	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:33:17 +0000 2016	1474918397
lite kort om #bokmaessan, #sverok och massor med kaffe. https://t.co/kequuqen7a		annaceras	780489375188652036	519667196	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme7/bg.gif		0	0	mon sep 26 19:29:02 +0000 2016	1474918142
rt @martinmoberg: apropaa #nyatider paa #bokmaessan - illustr: @wistikent https://t.co/qjviutxnuu		matsmatzzen	780488983491084288	2810290795	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:27:29 +0000 2016	1474918049
ni som inte fick plats paa foerelaesningen paa #bokmaessan faar en ny chans i stockholm den 2/11 och i goeteborg 4/10: https://t.co/lqgcjxss31		sarabruun3	780488603268943872	957125186	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:25:58 +0000 2016	1474917958
rt @kalsuparna: nya tider vitaliserade #bokmaessan . total succé, massor av intresserade. #svpol https://t.co/jfeppcblrg		pogi_miguel2	780487497390362625	3187235553	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:21:34 +0000 2016	1474917694
rt @martinmoberg: apropaa #nyatider paa #bokmaessan - illustr: @wistikent https://t.co/qjviutxnuu		wistikent	780487278774915072	427675155	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme5/bg.gif		0	0	mon sep 26 19:20:42 +0000 2016	1474917642
nya tider vitaliserade #bokmaessan . total succé, massor av intresserade. #svpol https://t.co/jfeppcblrg		kalsuparna	780486550815666176	2979635170	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme15/bg.png		0	0	mon sep 26 19:17:49 +0000 2016	1474917469
apropaa #nyatider paa #bokmaessan - illustr: @wistikent https://t.co/qjviutxnuu		martinmoberg	780485466143526933	567045831	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:13:30 +0000 2016	1474917210
rt @liliansjolund: apropaa foerfattarbojkotten https://t.co/sntompzd0c #bokmaessan		stisseaberg	780484240592994304	24191203	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/715770519/a8864327d4bbaba0a4c6a62c04150069.jpeg		0	0	mon sep 26 19:08:38 +0000 2016	1474916918
apropaa foerfattarbojkotten https://t.co/sntompzd0c #bokmaessan		liliansjolund	780482826361790464	307306093	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 19:03:01 +0000 2016	1474916581
@rolandxsweden lisa kan faa ett bord paa bokmaessan i nordkorea istaellet. #svpol @lisabjurwald #bokmaessan	346344101	sallskapsgeten	780481564065103873	3004287664	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 18:58:00 +0000 2016	1474916280
rt @katafonteolog: hundra foerfattare hotar bojkotta naesta aars bokmaessa https://t.co/paj5clxmye via @svtnyheter #bokmaessan		emlan611	780480573198442496	257433939	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 18:54:03 +0000 2016	1474916043
#operamopsen i foerfattarsamtal paa #bokmaessan &lt;3 &lt;3 &lt;3 https://t.co/whu1babicc		ordberoendeforl	780478726064705538	526066279	sv	<a href="http://www.facebook.com/twitter" rel="nofollow">facebook</a>	http://abs.twimg.com/images/themes/theme12/bg.gif		0	0	mon sep 26 18:46:43 +0000 2016	1474915603
rt @gpkulturnoje: hoegerextrema angrep flyktingseminarium - med alexandra pascalidou paa scen https://t.co/z9njnu03dn @pascalidou #bokmaessan…		karinj87	780478537140736000	3938003163	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme2/bg.gif		0	0	mon sep 26 18:45:58 +0000 2016	1474915558
rt @urplay: .@ursamtiden var paa #bokmaessan och filmade en massa intressanta samtal. in och kolla vad som finns paa #urplay. https://t.co/hgb…		evahartell	780478520707411972	238687432	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 18:45:54 +0000 2016	1474915554
rt @naste2_mot: vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		jojjo02	780478513656827904	1008400669	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 18:45:52 +0000 2016	1474915552
rt @katafonteolog: hundra foerfattare hotar bojkotta naesta aars bokmaessa https://t.co/paj5clxmye via @svtnyheter #bokmaessan		mslouiseblues	780478400574128128	283016979	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://pbs.twimg.com/profile_background_images/455114599314903040/kusk4cnp.jpeg		0	0	mon sep 26 18:45:25 +0000 2016	1474915525
rt @katafonteolog: hundra foerfattare hotar bojkotta naesta aars bokmaessa https://t.co/paj5clxmye via @svtnyheter #bokmaessan		annamcarlen	780477951469031424	194282445	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://pbs.twimg.com/profile_background_images/290926150/pelargon2.jpg		0	0	mon sep 26 18:43:38 +0000 2016	1474915418
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		vankelhane	780474242907443200	347469412	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 18:28:54 +0000 2016	1474914534
rt @evelinaderv: #bokmaessan skaems https://t.co/3jm9es1qfa		weihongpei	780470346436767744	2220994920	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme5/bg.gif		0	0	mon sep 26 18:13:25 +0000 2016	1474913605
.@ursamtiden var paa #bokmaessan och filmade en massa intressanta samtal. in och kolla vad som finns paa #urplay. https://t.co/hgbkszihhm		urplay	780469012048154624	614257803	sv	<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">tweetdeck</a>	http://pbs.twimg.com/profile_background_images/378800000001648533/d591552a995f8084d45fa4cbe47ac09a.jpeg		0	0	mon sep 26 18:08:07 +0000 2016	1474913287
rt @naste2_mot: vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		seddile	780465881373605888	2279660775	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	mon sep 26 17:55:41 +0000 2016	1474912541
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		sarahgbg	780463959799369728	27426002	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme3/bg.gif		0	0	mon sep 26 17:48:02 +0000 2016	1474912082
rt @urofficiell: ebba groen laemnade ett avgoerande avtryck i svensk musik. @jangradvall hoell i  samtal om det under #bokmaessan. se haer: https…		albertbonniers	780463792195047424	2548615471	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:47:23 +0000 2016	1474912043
rt @reklamprofessor: nattens upplopp i goeteborg startade efter att utsatta ungdomar nekats intraede paa #bokmaessan #svpol https://t.co/7njcgq…		pansyhunks1	780463727992770560	3420899033	sv	<a href="https://mobile.twitter.com" rel="nofollow">mobile web (m5)</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:47:07 +0000 2016	1474912027
rt @reklamprofessor: nattens upplopp i goeteborg startade efter att utsatta ungdomar nekats intraede paa #bokmaessan #svpol https://t.co/7njcgq…		cptjenniferal	780463276270481408	117480668	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme9/bg.gif		0	0	mon sep 26 17:45:20 +0000 2016	1474911920
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		copiadstoffe	780460085361405952	479711584	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:32:39 +0000 2016	1474911159
rt @urofficiell: ebba groen laemnade ett avgoerande avtryck i svensk musik. @jangradvall hoell i  samtal om det under #bokmaessan. se haer: https…		charlottelove	780460049407893507	17026805	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://pbs.twimg.com/profile_background_images/663612975/x95bc700c6ca4268aa16b254d072158a.jpg		0	0	mon sep 26 17:32:30 +0000 2016	1474911150
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		rolandxsweden	780459688261455874	346344101	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:31:04 +0000 2016	1474911064
rt @mvasara: haer aer den gardell ni borde laesa #bokmaessan https://t.co/9qeq0qdthw		mikaelvasara6	780458177338994688	757197049855152128	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>			0	0	mon sep 26 17:25:04 +0000 2016	1474910704
tack foer den baesta dagen paa laenge @magiskemanfred och @radonhalt #bokmaessan https://t.co/qhnmymtwee		smillaakerstrom	780457158051758080	3345357701	sv	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">twitter for ipad</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:21:01 +0000 2016	1474910461
rt @nivodius: janne josefsson debatterar dn:s virrpanna kristina lindquist samt #bokmaessan's grundare. https://t.co/yr77jlsq0u #svpol #migp…		imstalkedbyjews	780455827702476800	768509718423740416	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>			0	0	mon sep 26 17:15:44 +0000 2016	1474910144
@kulturnyheterna vad protesterar idioterna mot? fri media? fri aasiktsbildning? saant goer ju alltid ont hos kommunisterna. #bokmaessan	23753548	charlieafnord	780455289829163008	4788822987	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>			0	0	mon sep 26 17:13:35 +0000 2016	1474910015
rt @mtmedier: "foer att vilja laesa maaste man foerst foerstaa vad det innebaer.” susanne sandberg aarets laesombud 2015 paa #bokmaessan #lss #omsorg…		anneliegbg	780452469855903746	1346189353	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme19/bg.gif		0	0	mon sep 26 17:02:23 +0000 2016	1474909343
rt @anntapper: kpa pension med @annikacreutzer paa #bokmaessan  @kpa_pension https://t.co/dvlckdalg6		johansjostrom	780452456006356992	52069294	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 17:02:20 +0000 2016	1474909340
rt @naste2_mot: vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		nivodius	780449588553580544	3261776403	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 16:50:56 +0000 2016	1474908656
rt @evelinaderv: #bokmaessan skaems https://t.co/3jm9es1qfa		magdalenaante	780449387902304256	475048742	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>	http://abs.twimg.com/images/themes/theme7/bg.gif		0	0	mon sep 26 16:50:08 +0000 2016	1474908608
vi var inte bara utanfoer #bokmaessan i loerdags vi hade aeven ett team av journalister paa insidan! https://t.co/1nq825egot		naste2_mot	780449249955905537	749676555081748484	sv	<a href="http://twitter.com/download/android" rel="nofollow">twitter for android</a>			0	0	mon sep 26 16:49:35 +0000 2016	1474908575
rt @reklamprofessor: nattens upplopp i goeteborg startade efter att utsatta ungdomar nekats intraede paa #bokmaessan #svpol https://t.co/7njcgq…		nivodius	780448737772666880	3261776403	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 16:47:33 +0000 2016	1474908453
rt @mxcartoons: satir fraan bonniers paa #bokmaessan: “vi aelskar det fria ordet”  https://t.co/4uhzd6syuk  #svpol https://t.co/ocgqf0maye		nivodius	780448700745256960	3261776403	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 16:47:24 +0000 2016	1474908444
virrpannan @syrran aer minst lika antidemokratisk som sin judiske antivita chef @pwolodarski. vidrigt aer bara foernamnet. #bokmaessan #svpol		nivodius	780448636568276992	3261776403	sv	<a href="http://twitter.com" rel="nofollow">twitter web client</a>	http://abs.twimg.com/images/themes/theme1/bg.png		0	0	mon sep 26 16:47:09 +0000 2016	1474908429
rt @evelinaderv: #bokmaessan skaems https://t.co/3jm9es1qfa		miskiibrahim97	780445510826024960	754391111175634944	sv	<a href="http://twitter.com/download/iphone" rel="nofollow">twitter for iphone</a>			0	0	mon sep 26 16:34:44 +0000 2016	1474907684
